Category,Fibre 1 Number,Fibre 1,Fibre 1 % Range,Fiber 2 Number,Fibre 2,Fibre 2 % Range,Fibre 3 Number,Fibre 3,Fibre 3 % Range,Fibre 4 Number,Fibre 4,Fibre 4 % Range,Fibre 5 Number,Fibre 5,Fibre 5 % Range,Total Findings,Layers,survey
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
Overcoats and Anoraks,1,Wool,41-50%,35,Polyester,41-50%,26,Acrylic,<10%,30,Polyamide/nylon,<10%,25,Viscose,<10%,4,1,Survey 1
Overcoats and Anoraks,1,Wool,41-50%,35,Polyester,41-50%,26,Acrylic,<10%,30,Polyamide/nylon,<10%,25,Viscose,<10%,4,1,Survey 1
Overcoats and Anoraks,1,Wool,61-70%,35,Polyester,21-30%,30,Polyamide/nylon,<10%,26,Acrylic,<10%,43,Elastane/spandex,<10%,3,1,Survey 1
Overcoats and Anoraks,35,Polyester,51-60%,26,Acrylic,21-30%,1,Wool,<10%,30,Polyamide/nylon,<10%,25,Viscose,<10%,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,51-60%,35,Polyester,21-30%,25,Viscose,<10%,30,Polyamide/nylon,<10%,43,Elastane/Spandex,<10%,9,0,Survey 2
Overcoats and Anoraks,35,Polyester,61-70%,1,Wool,21-30%,25,Viscose,<10%,30,Polyamide/nylon,<10%,50,Polyacrylate,<10%,4,1,Survey 2
Overcoats and Anoraks,1,Wool,61-70%,35,Polyester,21-30%,30,Polyamide/nylon,<10%,26,Acrylic,<10%,43,Elastane/Spandex,<10%,5,0,Survey 2
Overcoats and Anoraks,1,Wool,41-50%,35,Polyester,41-50%,26,Acrylic,<10%,30,Polyamide/nylon,<10%,25,Viscose,<10%,13,1,Survey 2
Overcoats and Anoraks,25,Viscose,31-40%,50,Polyacrylate,31-40%,35,Polyester,10-20%,1,Wool,10-20%,43,Elastane/Spandex,<10%,7,1,Survey 2
Overcoats and Anoraks,1,Wool,61-70%,30,Polyamide/nylon,21-30%,26,Acrylic,<10%,25,Viscose,<10%,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,51-60%,35,Polyester,31-40%,25,Viscose,10-20%,26,Acrylic,<10%,NA,NA,NA,3,1,Survey 1
Overcoats and Anoraks,35,Polyester,61-70%,30,Polyamide/nylon,31-40%,5,Cotton,<10%,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,35,Polyester,31-40%,25,Viscose,21-30%,5,Cotton,21-30%,30,Polyamide/nylon,<10%,NA,NA,NA,5,1,Survey 1
Overcoats and Anoraks,5,Cotton,51-60%,35,Polyester,21-30%,25,Viscose,10-20%,26,Acrylic,<10%,NA,NA,NA,9,0,Survey 2
Overcoats and Anoraks,1,Wool,71-80%,30,Polyamide/nylon,21-30%,26,Acrylic,<10%,35,Polyester,<10%,NA,NA,NA,3,0,Survey 2
Overcoats and Anoraks,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",41-50%,26,Acrylic,41-50%,35,Polyester,10-20%,NA,NA,NA,NA,NA,NA,9,1,Survey 1
Overcoats and Anoraks,5,Cotton,71-80%,30,Polyamide/nylon,10-20%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",<10%,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,71-80%,30,Polyamide/nylon,10-20%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",<10%,NA,NA,NA,NA,NA,NA,11,0,Survey 2
Overcoats and Anoraks,5,Cotton,51-60%,35,Polyester,31-40%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,31-40%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,71-80%,35,Polyester,10-20%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Overcoats and Anoraks,5,Cotton,81-90%,35,Polyester,<10%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Overcoats and Anoraks,5,Cotton,41-50%,35,Polyester,31-40%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,51-60%,35,Polyester,21-30%,25,Viscose,10-20%,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,21-30%,25,Viscose,<10%,NA,NA,NA,NA,NA,NA,11,1,Survey 2
Overcoats and Anoraks,5,Cotton,71-80%,35,Polyester,10-20%,25,Viscose,<10%,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Overcoats and Anoraks,5,Cotton,51-60%,33,Lyocell,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,Survey 1
Overcoats and Anoraks,5,Cotton,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,30,Polyamide/nylon,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Survey 2
Overcoats and Anoraks,5,Cotton,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,Survey 2
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Survey 1
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,71-80%,8,True hemp,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,30,Polyamide/nylon,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Overcoats and Anoraks,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
Overcoats and Anoraks,35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,Survey 2
Overcoats and Anoraks,35,Polyester,91-100%,52,other,<10%,26,Acrylic,<10%,30,Polyamide/nylon,<10%,25,Viscose,<10%,9,0,Survey 2
Overcoats and Anoraks,30,Polyamide/nylon,91-100%,52,Other,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
Overcoats and Anoraks,35,Polyester,91-100%,52,Other,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,Survey 2
Overcoats and Anoraks,35,Polyester,91-100%,25,Viscose,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Overcoats and Anoraks,5,Cotton,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,41-50%,30,Polyamide/nylon,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,51-60%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,Survey 2
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Overcoats and Anoraks,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
Overcoats and Anoraks,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
